order_id,order_date,delivery_date,component_id,component_name,cost_per_unit,quantity,supplier_id,supplier_name,supplier_region,geopolitical_risk,avg_quality_score,is_critical,region,delivered_on_time,shipping_cost,weather_event,defect_rate
O03629,2023-07-30,2023-08-10,C004,Semiconductor X,22.5,2648,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1447.33,Earthquake,0.68
O03630,2023-02-10,2023-02-19,C004,Semiconductor X,22.5,6639,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1085.64,NA,1.3
O03631,2023-01-15,2023-02-14,C005,Inductor Z,3.0,1545,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,911.34,Flood,1.18
O03632,2024-04-20,2024-05-13,C002,Capacitor B,1.2,8947,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,879.89,Typhoon,0.88
O03633,2023-09-19,2023-10-23,C001,Semiconductor A,25.0,535,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1043.51,Typhoon,1.87
O03634,2023-07-18,2023-08-14,C004,Semiconductor X,22.5,9864,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,247.64,NA,1.21
O03635,2023-10-28,2023-11-06,C004,Semiconductor X,22.5,2504,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,966.32,NA,1.13
O03636,2023-11-07,2023-12-15,C005,Inductor Z,3.0,4603,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,1376.88,Flood,1.33
O03637,2023-12-05,2023-12-19,C004,Semiconductor X,22.5,7540,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1397.72,NA,1.19
O03638,2023-01-23,2023-02-10,C003,Resistor X,0.8,7640,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,864.34,Typhoon,0.94
O03639,2024-05-13,2024-05-24,C002,Capacitor B,1.2,7408,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,217.25,Typhoon,1.23
O03640,2024-01-14,2024-01-22,C002,Capacitor B,1.2,3672,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,330.2,NA,0.75
O03641,2023-12-15,2024-01-21,C001,Semiconductor A,25.0,7308,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,1078.95,NA,1.41
O03642,2023-11-26,2023-12-03,C002,Capacitor B,1.2,9987,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1078.15,Earthquake,0.51
O03643,2023-05-21,2023-06-22,C005,Inductor Z,3.0,4415,S001,Supplier A,APAC,0.7,92.1,False,Americas,No,258.13,NA,1.48
O03644,2023-04-18,2023-05-01,C005,Inductor Z,3.0,5201,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,283.06,Typhoon,1.09
O03645,2024-01-21,2024-02-04,C001,Semiconductor A,25.0,5387,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,1306.08,NA,0.94
O03646,2023-08-16,2023-08-29,C005,Inductor Z,3.0,6547,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,1264.88,Flood,1.63
O03647,2024-01-16,2024-01-27,C001,Semiconductor A,25.0,7274,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1341.84,Typhoon,1.61
O03648,2023-10-03,2023-10-09,C004,Semiconductor X,22.5,2428,S003,Supplier C,Americas,0.5,93.2,True,Americas,No,501.76,NA,1.39
O03649,2023-07-02,2023-07-20,C003,Resistor X,0.8,4415,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,735.62,Typhoon,0.78
O03650,2023-01-13,2023-02-11,C003,Resistor X,0.8,7034,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,1143.32,Typhoon,1.2
O03651,2023-02-03,2023-02-26,C001,Semiconductor A,25.0,2307,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,997.1,Typhoon,1.78
O03652,2023-09-17,2023-10-13,C004,Semiconductor X,22.5,2050,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,661.59,Typhoon,1.22
O03653,2023-12-28,2024-01-07,C004,Semiconductor X,22.5,2513,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1061.31,NA,0.59
O03654,2023-07-21,2023-08-30,C005,Inductor Z,3.0,3514,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,1123.87,NA,1.57
O03655,2023-06-19,2023-07-16,C001,Semiconductor A,25.0,5085,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1035.29,NA,1.68
O03656,2023-06-03,2023-06-10,C002,Capacitor B,1.2,6208,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,289.66,NA,1.0
O03657,2023-10-03,2023-10-15,C003,Resistor X,0.8,6474,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,231.16,Typhoon,0.04
O03658,2023-05-30,2023-06-29,C003,Resistor X,0.8,7815,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1121.72,Typhoon,1.08
O03659,2023-06-26,2023-07-29,C001,Semiconductor A,25.0,5944,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,908.2,Earthquake,2.61
O03660,2023-05-18,2023-06-15,C004,Semiconductor X,22.5,1982,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,752.1,Typhoon,0.82
O03661,2023-01-07,2023-01-17,C003,Resistor X,0.8,1360,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,867.71,NA,0.64
O03662,2023-10-10,2023-10-22,C005,Inductor Z,3.0,4796,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1358.61,NA,1.69
O03663,2024-03-04,2024-03-17,C003,Resistor X,0.8,6434,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1108.77,NA,1.16
O03664,2023-05-11,2023-06-16,C005,Inductor Z,3.0,8076,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1254.12,NA,2.1
O03665,2023-10-30,2023-11-29,C002,Capacitor B,1.2,2154,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,896.82,NA,0.37
O03666,2024-05-12,2024-05-23,C002,Capacitor B,1.2,569,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1255.48,Typhoon,1.37
O03667,2024-05-11,2024-06-08,C003,Resistor X,0.8,9686,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,699.81,NA,1.3
O03668,2024-04-01,2024-04-17,C005,Inductor Z,3.0,7512,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,797.58,Flood,1.43
O03669,2023-08-01,2023-08-19,C004,Semiconductor X,22.5,1377,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,201.94,NA,1.17
O03670,2024-04-13,2024-04-25,C004,Semiconductor X,22.5,625,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,374.76,NA,1.51
O03671,2023-05-18,2023-06-11,C002,Capacitor B,1.2,749,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,294.08,NA,1.44
O03672,2024-05-12,2024-05-30,C004,Semiconductor X,22.5,6997,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,834.69,Flood,0.43
O03673,2023-02-18,2023-03-15,C001,Semiconductor A,25.0,1282,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,625.62,Earthquake,1.91
O03674,2024-02-21,2024-03-09,C003,Resistor X,0.8,4913,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,234.97,NA,0.97
O03675,2024-02-02,2024-02-18,C002,Capacitor B,1.2,5081,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1306.91,NA,1.04
O03676,2023-03-13,2023-04-12,C003,Resistor X,0.8,960,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,343.06,Typhoon,1.04
O03677,2024-01-20,2024-01-29,C004,Semiconductor X,22.5,1189,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,937.9,NA,0.92
O03678,2024-04-02,2024-04-26,C004,Semiconductor X,22.5,5932,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,957.44,NA,1.6
O03679,2023-09-06,2023-10-02,C002,Capacitor B,1.2,4404,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1255.46,NA,0.96
O03680,2023-01-14,2023-01-30,C001,Semiconductor A,25.0,9071,S001,Supplier A,APAC,0.7,92.1,True,Americas,No,620.39,NA,0.94
O03681,2023-06-25,2023-07-02,C003,Resistor X,0.8,3512,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1281.27,NA,0.8
O03682,2024-03-24,2024-04-15,C003,Resistor X,0.8,2404,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,434.74,Flood,1.09
O03683,2023-01-01,2023-01-20,C005,Inductor Z,3.0,4051,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1443.71,NA,2.11
O03684,2023-05-22,2023-06-08,C003,Resistor X,0.8,1471,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,685.93,Typhoon,1.3
O03685,2024-02-29,2024-03-16,C005,Inductor Z,3.0,1620,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,348.79,Earthquake,1.07
O03686,2023-09-27,2023-10-18,C004,Semiconductor X,22.5,5290,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,477.75,NA,2.24
O03687,2023-05-29,2023-06-08,C001,Semiconductor A,25.0,4776,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,517.02,Typhoon,1.63
O03688,2023-08-06,2023-08-14,C004,Semiconductor X,22.5,948,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1107.87,NA,1.64
O03689,2023-01-31,2023-02-13,C001,Semiconductor A,25.0,8880,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,824.55,NA,1.42
O03690,2023-04-16,2023-05-09,C003,Resistor X,0.8,1608,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1419.81,NA,1.27
O03691,2023-09-04,2023-09-26,C004,Semiconductor X,22.5,1802,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1428.88,NA,1.42
O03692,2023-02-09,2023-03-08,C005,Inductor Z,3.0,842,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,999.68,Typhoon,2.11
O03693,2023-06-13,2023-07-06,C005,Inductor Z,3.0,5517,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1189.28,NA,2.03
O03694,2023-11-30,2024-01-05,C005,Inductor Z,3.0,7109,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1268.56,Earthquake,1.94
O03695,2024-04-18,2024-05-18,C002,Capacitor B,1.2,6199,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1424.69,NA,0.84
O03696,2023-01-07,2023-01-24,C002,Capacitor B,1.2,3125,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,453.81,NA,0.71
O03697,2024-03-23,2024-04-07,C004,Semiconductor X,22.5,5590,S003,Supplier C,Americas,0.5,93.2,True,Americas,No,1382.94,NA,1.17
O03698,2024-04-13,2024-04-22,C003,Resistor X,0.8,1665,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,324.59,NA,1.47
O03699,2023-07-29,2023-08-18,C004,Semiconductor X,22.5,5261,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,298.0,NA,0.89
O03700,2023-10-17,2023-10-31,C005,Inductor Z,3.0,6683,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,751.74,NA,2.03
O03701,2023-03-14,2023-03-28,C005,Inductor Z,3.0,2338,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,561.24,NA,2.23
O03702,2024-03-20,2024-04-12,C002,Capacitor B,1.2,2985,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,261.35,Typhoon,0.54
O03703,2023-02-18,2023-03-30,C001,Semiconductor A,25.0,859,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1305.44,NA,1.08
O03704,2023-10-01,2023-10-15,C003,Resistor X,0.8,9535,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,331.34,NA,0.93
O03705,2023-07-06,2023-07-16,C002,Capacitor B,1.2,2012,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1235.59,NA,1.15
O03706,2023-05-11,2023-05-31,C005,Inductor Z,3.0,6845,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,1083.06,NA,1.24
O03707,2023-06-05,2023-06-15,C002,Capacitor B,1.2,4989,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1204.27,NA,1.68
O03708,2023-08-08,2023-09-07,C004,Semiconductor X,22.5,4420,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,958.74,Typhoon,1.21
O03709,2023-05-18,2023-05-28,C002,Capacitor B,1.2,9657,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1435.98,NA,1.02
O03710,2023-11-22,2023-12-18,C004,Semiconductor X,22.5,4073,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,559.75,Flood,0.28
O03711,2023-04-01,2023-04-25,C003,Resistor X,0.8,3901,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,663.07,NA,0.34
O03712,2023-07-16,2023-08-02,C002,Capacitor B,1.2,5547,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,931.54,NA,1.14
O03713,2024-01-27,2024-02-13,C004,Semiconductor X,22.5,6157,S003,Supplier C,Americas,0.5,93.2,True,Americas,No,1223.79,Earthquake,0.07
O03714,2023-11-14,2023-12-23,C001,Semiconductor A,25.0,5017,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,336.79,Typhoon,2.01
O03715,2023-05-08,2023-05-25,C002,Capacitor B,1.2,6176,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,407.03,Typhoon,0.92
O03716,2023-08-11,2023-09-08,C004,Semiconductor X,22.5,3922,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,639.48,Flood,2.62
O03717,2023-03-07,2023-04-05,C004,Semiconductor X,22.5,9546,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,916.88,NA,2.15
O03718,2023-03-20,2023-04-03,C002,Capacitor B,1.2,6461,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,842.01,Flood,0.91
O03719,2023-02-22,2023-03-09,C003,Resistor X,0.8,2666,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1033.24,Earthquake,0.95
O03720,2024-05-01,2024-05-12,C004,Semiconductor X,22.5,9062,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1410.59,NA,1.5
O03721,2024-04-26,2024-05-22,C002,Capacitor B,1.2,9087,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,627.08,Earthquake,1.85
O03722,2023-12-09,2024-01-01,C002,Capacitor B,1.2,1759,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,711.29,Flood,0.18
O03723,2023-10-17,2023-11-06,C003,Resistor X,0.8,3972,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1000.68,Flood,0.11
O03724,2023-08-01,2023-08-14,C001,Semiconductor A,25.0,3779,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1075.95,Flood,1.19
O03725,2023-07-21,2023-08-28,C001,Semiconductor A,25.0,3323,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1103.03,NA,1.79
O03726,2023-01-12,2023-02-01,C002,Capacitor B,1.2,7865,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,370.04,NA,1.25
O03727,2024-02-01,2024-03-01,C002,Capacitor B,1.2,1663,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,556.03,Flood,1.53
O03728,2024-05-05,2024-05-27,C004,Semiconductor X,22.5,412,S003,Supplier C,Americas,0.5,93.2,True,EMEA,No,922.71,NA,0.4
O03729,2023-10-21,2023-11-01,C003,Resistor X,0.8,2106,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1472.76,Typhoon,0.16
O03730,2024-01-29,2024-02-17,C005,Inductor Z,3.0,7342,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,715.92,NA,1.93
O03731,2024-03-05,2024-03-14,C003,Resistor X,0.8,2794,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,705.18,Earthquake,0.59
O03732,2024-01-20,2024-02-06,C003,Resistor X,0.8,3233,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,977.2,Typhoon,0.01
O03733,2024-03-16,2024-04-20,C005,Inductor Z,3.0,5024,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,214.75,Typhoon,1.57
O03734,2023-09-16,2023-10-12,C003,Resistor X,0.8,1899,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,435.98,Typhoon,1.4
O03735,2024-01-03,2024-01-17,C004,Semiconductor X,22.5,1548,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1006.55,Typhoon,0.94
O03736,2023-07-30,2023-08-30,C001,Semiconductor A,25.0,3773,S001,Supplier A,APAC,0.7,92.1,True,Americas,No,483.99,NA,1.27
O03737,2023-01-17,2023-01-30,C001,Semiconductor A,25.0,1860,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,420.75,Flood,1.42
O03738,2023-07-25,2023-08-28,C001,Semiconductor A,25.0,9400,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,982.12,Earthquake,1.31
O03739,2024-01-25,2024-02-28,C001,Semiconductor A,25.0,3809,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,501.11,NA,0.83
O03740,2024-04-14,2024-05-10,C004,Semiconductor X,22.5,7997,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1053.83,NA,0.64
O03741,2023-10-01,2023-10-31,C003,Resistor X,0.8,846,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1273.18,Flood,1.26
O03742,2023-02-15,2023-03-15,C003,Resistor X,0.8,1265,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1324.47,Typhoon,1.16
O03743,2023-01-20,2023-01-27,C002,Capacitor B,1.2,9019,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,318.48,Typhoon,1.08
O03744,2023-10-24,2023-11-18,C003,Resistor X,0.8,1460,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1203.16,NA,0.5
O03745,2024-04-02,2024-04-08,C002,Capacitor B,1.2,9304,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1280.03,Typhoon,0.91
O03746,2023-07-26,2023-09-03,C001,Semiconductor A,25.0,640,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1172.39,NA,0.41
O03747,2023-01-21,2023-02-07,C005,Inductor Z,3.0,2098,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1441.21,NA,1.59
O03748,2024-04-03,2024-05-06,C005,Inductor Z,3.0,5053,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,919.57,NA,2.21
O03749,2023-06-13,2023-06-24,C002,Capacitor B,1.2,1105,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1103.97,Flood,0.26
O03750,2023-09-06,2023-10-12,C001,Semiconductor A,25.0,9794,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,329.6,Flood,1.21
O03751,2023-02-10,2023-03-02,C001,Semiconductor A,25.0,1720,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,1311.78,NA,1.66
O03752,2023-04-15,2023-05-23,C001,Semiconductor A,25.0,1701,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,957.86,NA,2.13
O03753,2023-06-05,2023-06-24,C002,Capacitor B,1.2,170,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,410.04,Flood,0.78
O03754,2023-05-29,2023-06-10,C001,Semiconductor A,25.0,8842,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,797.19,Earthquake,1.15
O03755,2023-03-11,2023-03-31,C003,Resistor X,0.8,1330,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,1204.39,Flood,0.02
O03756,2023-09-01,2023-09-22,C004,Semiconductor X,22.5,6335,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,582.93,Typhoon,1.05
O03757,2023-02-06,2023-02-23,C005,Inductor Z,3.0,1405,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,248.76,Earthquake,2.52
O03758,2023-11-11,2023-11-19,C003,Resistor X,0.8,6308,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,358.75,Flood,1.14
O03759,2023-05-08,2023-06-02,C002,Capacitor B,1.2,5807,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,569.15,NA,0.99
O03760,2023-02-12,2023-02-27,C002,Capacitor B,1.2,942,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,734.25,Earthquake,1.16
O03761,2023-07-18,2023-07-25,C002,Capacitor B,1.2,4249,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1258.39,NA,0.99
O03762,2023-03-31,2023-04-29,C003,Resistor X,0.8,5209,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1361.45,NA,0.59
O03763,2023-05-25,2023-06-14,C003,Resistor X,0.8,1165,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1414.51,Typhoon,1.41
O03764,2023-11-02,2023-12-04,C005,Inductor Z,3.0,8629,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,883.43,NA,1.61
O03765,2023-11-06,2023-11-20,C004,Semiconductor X,22.5,9895,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,487.18,NA,1.01
O03766,2023-02-24,2023-03-19,C003,Resistor X,0.8,5682,S002,Supplier B,EMEA,0.3,95.4,False,Americas,No,762.49,NA,0.51
O03767,2023-04-17,2023-05-03,C004,Semiconductor X,22.5,8371,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,585.12,NA,1.65
O03768,2023-11-23,2023-12-21,C004,Semiconductor X,22.5,2656,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,706.63,NA,1.33
O03769,2023-07-27,2023-08-12,C003,Resistor X,0.8,6371,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1336.15,Typhoon,0.72
O03770,2023-02-12,2023-03-03,C001,Semiconductor A,25.0,4596,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,344.6,NA,2.0
O03771,2023-09-18,2023-10-13,C004,Semiconductor X,22.5,6997,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,1319.49,NA,0.75
O03772,2023-08-16,2023-09-19,C005,Inductor Z,3.0,184,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,204.46,Earthquake,1.11
O03773,2023-10-05,2023-10-29,C004,Semiconductor X,22.5,4555,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1484.76,NA,0.62
O03774,2023-10-02,2023-10-11,C002,Capacitor B,1.2,6778,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,419.05,Flood,0.11
O03775,2023-03-04,2023-03-25,C001,Semiconductor A,25.0,2743,S001,Supplier A,APAC,0.7,92.1,True,Americas,No,382.01,NA,1.74
O03776,2023-04-03,2023-04-13,C002,Capacitor B,1.2,4751,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,217.12,NA,0.08
O03777,2024-03-19,2024-03-28,C003,Resistor X,0.8,5964,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1499.9,Flood,0.39
O03778,2023-01-17,2023-01-22,C003,Resistor X,0.8,739,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1144.18,Flood,0.04
O03779,2023-11-06,2023-12-06,C004,Semiconductor X,22.5,6211,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1356.88,NA,0.96
O03780,2024-04-24,2024-05-11,C001,Semiconductor A,25.0,586,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1273.86,NA,1.42
O03781,2024-05-10,2024-06-08,C003,Resistor X,0.8,2485,S002,Supplier B,EMEA,0.3,95.4,False,Americas,No,414.15,Earthquake,0.84
O03782,2023-03-09,2023-04-17,C005,Inductor Z,3.0,7254,S001,Supplier A,APAC,0.7,92.1,False,Americas,No,576.05,Earthquake,0.98
O03783,2024-05-04,2024-05-24,C003,Resistor X,0.8,770,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,978.43,Typhoon,0.41
O03784,2023-01-15,2023-01-24,C002,Capacitor B,1.2,381,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,1306.93,NA,1.23
O03785,2023-11-15,2023-12-04,C001,Semiconductor A,25.0,5497,S001,Supplier A,APAC,0.7,92.1,True,Americas,No,515.36,NA,1.22
O03786,2024-03-22,2024-04-20,C003,Resistor X,0.8,8464,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1189.24,NA,1.16
O03787,2023-05-28,2023-06-17,C003,Resistor X,0.8,7540,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,574.19,Earthquake,0.56
O03788,2023-01-19,2023-02-03,C005,Inductor Z,3.0,8454,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1076.38,Flood,1.59
O03789,2023-07-17,2023-08-03,C001,Semiconductor A,25.0,8254,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1475.74,Flood,2.15
O03790,2023-12-11,2023-12-28,C001,Semiconductor A,25.0,9687,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1205.04,Earthquake,1.79
O03791,2023-04-24,2023-05-30,C001,Semiconductor A,25.0,7384,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,525.76,NA,1.29
O03792,2023-11-02,2023-11-25,C004,Semiconductor X,22.5,5538,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,918.31,NA,1.13
O03793,2023-10-31,2023-11-23,C003,Resistor X,0.8,441,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,908.15,NA,0.88
O03794,2024-04-03,2024-05-06,C005,Inductor Z,3.0,6966,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,983.57,Typhoon,1.5
O03795,2023-12-20,2024-01-08,C001,Semiconductor A,25.0,2610,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,875.77,Flood,1.34
O03796,2023-07-13,2023-07-25,C001,Semiconductor A,25.0,6465,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,631.03,Typhoon,1.42
O03797,2023-08-20,2023-09-18,C002,Capacitor B,1.2,7375,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1361.78,NA,1.11
O03798,2023-03-15,2023-04-03,C003,Resistor X,0.8,3748,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,743.73,Flood,0.5
O03799,2023-10-28,2023-11-19,C003,Resistor X,0.8,5960,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,485.94,NA,0.49
O03800,2023-04-10,2023-04-30,C003,Resistor X,0.8,2733,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1032.19,Typhoon,0.31
O03801,2023-06-04,2023-06-23,C003,Resistor X,0.8,8273,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1317.59,NA,0.2
O03802,2023-09-30,2023-10-19,C001,Semiconductor A,25.0,4038,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1167.13,NA,0.89
O03803,2023-06-04,2023-06-25,C002,Capacitor B,1.2,622,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,556.08,Typhoon,1.08
O03804,2023-06-07,2023-06-15,C002,Capacitor B,1.2,5703,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,520.58,Typhoon,0.55
